Clover ID,Name,Alternate Name,Description,Price,Price Type,Price Unit,Cost,Product Code,SKU,Quantity,Hidden?,Default tax rates?,Non-revenue item?,Printer Labels,Modifier Groups,Categories,Tax Rates,Variant Attribute,Variant Option
KS7LGBAF8HDZT,Twist,7,,$0.00,Fixed,7,$0.00,9134,7,"-7,787",No,Yes,No,,Twists,Donuts,7,,
BC7W4VF5TP7B2,Apple Fritter,7,,$0.00,Fixed,7,$0.00,7,7,"-15,493",No,Yes,No,,Apple Fritter,Donuts,7,,
Q6QE5NH3QRGLD,Bear Claw,7,,$0.00,Fixed,7,$0.00,7,DON-180,"-6,547",No,Yes,No,,Bear Claw,Donuts,7,,
JGT8X9PAPYF3U,Reg. Kolaches,7,,$0.00,Fixed,7,$0.00,7,SAN-778,"-16,974",No,Yes,No,,Kolaches,Sandwiches & Kolaches,7,,
PSG3APWC6RMZV,Spicy Kolaches,7,,$0.00,Fixed,7,$0.00,7,7,"-14,008",No,Yes,No,,Kolaches,Sandwiches & Kolaches,7,,
NVK3HWWU2ALCC,Biscuits,7,,$2.79,Fixed,7,$1.04,7,SKU-404,15,No,Yes,No,,Biscuits,,7,,
2HR6FH2BYQJPM,Sausage Burrito,7,,$0.00,Fixed,7,$0.00,7,7,"-9,838",No,Yes,No,,Sausage Burrito,Sandwiches & Kolaches,7,,
4PM25B53M2TDE,Sausage Roll Fry,7,,$0.00,Fixed,7,$0.00,7,SAN-704,"-59,325",No,Yes,No,,Sausage Roll Fry,Sandwiches & Kolaches,7,,
,,,,,,,,,,,,,,,Ranch,,,,
E37MAQCA39Q7E,Biscuits & Gravy,7,,$0.00,Fixed,7,$0.00,7,SAN-764,"-17,722",No,Yes,No,,Biscuits & Gravy,Sandwiches & Kolaches,7,,
NZUG3UGBJQMP6,Coffee,7,,$0.00,Fixed,7,$0.00,611117357554,7,"-13,634",No,Yes,No,,Coffee,Drinks,7,,
UQ3PMMNFFDST6,Cappuccino,7,,$0.00,Fixed,7,$0.00,269873331809,7,"-1,821",No,Yes,No,,Cappuccino,Drinks,7,,
AU33WQLZEFGGZ,Customer Choice,,,$0.00,Fixed,7,$0.00,,,-13,No,Yes,No,,,,7,,
Y66WF5KFEDWF5,Donut Holes,7,,$1.59,Fixed,7,$0.73,7,7,"-83,355",No,Yes,No,,,Donuts,7,,
X2JU5DAYHPZDZ,Chocolate Donut Holes,7,,$2.09,Fixed,7,$0.74,7,DON-364,"-4,278",No,Yes,No,,,Donuts,7,,
32KPSJLV4Y6XX,Bacon Maple Long Johns,7,,$0.00,Fixed,7,$0.00,7,DON-547,"-1,795",No,Yes,No,,Bacon Maple,Donuts,7,,
V3BASHJXLT8XS,Mtn Dew Can,7,,$1.09,Fixed,7,$0.44,01208500,7,-312,No,Yes,No,,,Drinks,7,,
4WHZ9NNB4SRU3,Gatorade Lemon-lime,7,,$2.29,Fixed,7,$1.09,052000328684,DRK-689,-631,No,Yes,No,,,Drinks,7,,
ZWQVT5JAET5RY,Sunny D,7,,$0.00,Fixed,7,$0.00,7,DRK-532,"-1,313",No,Yes,No,,Sunny D,Drinks,7,,
GKNZ7ZNUNFCHK,A&W Root Beer,7,,$1.09,Fixed,7,$0.39,07818707,7,-78,No,Yes,No,,,Drinks,7,,
WT2QMMFYRQRF8,Sprite Bottle 20oz,7,,$2.79,Fixed,7,$0.92,04976400,7,"-1,381",No,Yes,No,,,Drinks,7,,
NZK4KECVCHTK6,Gatorade Orange,7,,$2.29,Fixed,7,$1.00,052000328677,7,-212,No,Yes,No,,,Drinks,7,,
MZETPBURNBBZW,Gatorade Fruit Punch (Red),7,,$2.29,Fixed,7,$0.99,052000328660,DRK-724,-404,No,Yes,No,,,Drinks,7,,
E6SXZ2CKYAE2C,Monster Green,7,,$3.29,Fixed,7,$1.24,070847811169,DRK-224,"-2,281",Yes,Yes,No,,,Drinks,7,,
782BLERVV5GPZ,Minute Maid Orange Juice,7,,$2.79,Fixed,7,$1.15,025000061530,DRK-214,"-1,616",No,Yes,No,,,Drinks,7,,
B7UCLQT4U82K3,Sprite Can,7,,$1.09,Fixed,7,$0.35,04913207,DRK-547,"-1,134",No,Yes,No,,,Drinks,7,,
6QAUWMJFDA42V,Java Monster (Mean Bean),7,,$4.09,Fixed,7,$1.36,070847812609,DRK-767,-155,Yes,Yes,No,,,Drinks,7,,
C6C7RSZBP2NS2,Java Monster (Loca Moca),7,,$4.09,Fixed,7,$1.87,070847812715,DRK-780,-453,Yes,Yes,No,,,Drinks,7,,
GVMU8KVVST7EX,Minute Maid Apple Juice,7,,$2.59,Fixed,7,$0.88,025000061516,7,"-2,516",No,Yes,No,,,Drinks,7,,
SY39BGDCA64YJ,Dr. Pepper Can,7,,$1.09,Fixed,7,$0.32,07831504,7,"-1,242",Yes,Yes,No,,,Drinks,7,,
REX8GQ8CFZ2HD,Coke Can,7,,$1.09,Fixed,7,$0.40,04963406,DRK-550,-601,No,Yes,No,,,Drinks,7,,
FL5RNTLWUJJ6W,Pepsi Can,7,,$1.09,Fixed,7,$0.51,01201303,7,"-3,927",No,Yes,No,,,Drinks,7,,
54FLMAYJCVE5Q,Coke Bottle,7,,$2.69,Fixed,7,$1.16,04904403,DRK-576,"-1,992",No,Yes,No,,,Drinks,7,,
FYDZRD56Y33A7,Minute Maid Cranberry Grape,7,,$2.49,Fixed,7,$0.86,025000052002,7,"-1,009",No,Yes,No,,,Drinks,7,,
K5ZXR33TULMZC,Monster Blue,7,,$3.29,Fixed,7,$0.99,070847016205,7,-289,Yes,Yes,No,,,Drinks,7,,
3A53KZEJQCT5A,Monster Red,7,,$3.09,Fixed,7,$1.43,070847017554,DRK-909,-586,Yes,Yes,No,,,Drinks,7,,
75AA9RN9EY5Z5,Diet Coke Bottle,7,,$2.59,Fixed,7,$0.79,04904500,DRK-918,-298,No,Yes,No,,,Drinks,7,,
SNP7R5YL9AQ2F,Dasani Water,7,,$1.69,Fixed,7,$0.63,04997704,7,-269,No,Yes,No,,,Drinks,7,,
6QKUKHFQT9KQU,Diet Coke Can,7,,$0.99,Fixed,7,$0.39,04965802,DRK-867,-73,No,Yes,No,,,Drinks,7,,
47TE7HRL3FSXL,Sweet Tea,7,,$2.59,Fixed,7,$0.82,083900005542,7,-859,No,Yes,No,,,Drinks,7,,
U54HGSYCZPYJW,Unsweet Tea,7,,$2.49,Fixed,7,$1.00,083900005771,7,-475,No,Yes,No,,,Drinks,7,,
7K72PSDDUU8R6,Zero Sugar Sweet Tea,7,,$2.79,Fixed,7,$0.93,083900005764,DRK-284,-112,No,Yes,No,,,Drinks,7,,
H5ARF8EBLRFAY,Chocolate Milk,7,,$2.09,Fixed,7,$0.89,072060001327,DRK-273,"-27,180",No,Yes,No,,,Drinks,7,,
FUKFW3M9Y9P5R,Milk,7,,$2.09,Fixed,7,$0.93,072060000573,7,"-6,766",No,Yes,No,,,Drinks,7,,
UZQ8CJGF7X5BF,Mtn Dew Bottle,7,,$1.79,Fixed,7,$0.59,012000182372,DRK-982,"-2,488",No,Yes,No,,,Drinks,7,,
7T9AL4Q8G7GEZ,Pepsi Bottle,7,,$1.79,Fixed,7,$0.65,"012000504051,012000182563",7,"-3,532",No,Yes,No,,,Drinks,7,,
A7QZKYKAWX37P,Dr. Pepper Bottle,7,,$1.79,Fixed,7,$0.85,078000003864,7,"-4,749",No,Yes,No,,,Drinks,7,,
49J5E5TY4EUV5,Diet Dr. Pepper Bottle,7,,$1.69,Fixed,7,$0.75,078000003888,DRK-654,-949,No,Yes,No,,,Drinks,7,,
FRDXDGRB3AAMW,Ozarka Water,7,,$1.09,Fixed,7,$0.35,022592007014,7,"-3,004",No,Yes,No,,,Drinks,7,,
KDS64SZMDNJQG,Diet Dr. Pepper Can,7,,$1.09,Fixed,7,$0.32,07832309,DRK-611,-156,No,Yes,No,,,Drinks,7,,
GTWK9R76J7TST,Caprisun,7,,$0.89,Fixed,7,$0.30,039073819922,7,"-1,074",No,Yes,No,,,Drinks,7,,
R768CPG9ADASV,Gatorade (White),7,,$2.59,Fixed,7,$0.83,052000102475,7,"-1,338",No,Yes,No,,,Drinks,7,,
XQKVMZC38M8GJ,Red Bull 8.4oz,7,,$2.59,Fixed,7,$0.90,611269991000,DRK-273,"-1,062",No,Yes,No,,,Drinks,7,,
DEH4PAJTLEGYP,Red Bull 12oz,7,,$3.79,Fixed,7,$1.18,611269818994,DRK-243,"-1,759",No,Yes,No,,,Drinks,7,,
VJPETMBA9KJRC,Sprinkle & Cake,7,7,$0.00,Fixed,7,$0.00,2960,7,"-1,671",No,Yes,No,,Sprinkle,Donuts,7,,
BPWEGXWDVK75C,Maple long john,7,,$0.00,Fixed,7,$0.00,7,7,"-24,317",No,Yes,No,,Long John Add Fill,Donuts,7,,
,,,,,,,,,,,,,,,Maple Long John,,,,
QXQZHF3AQBV8R,Chocolate long john,7,,$0.00,Fixed,7,$0.00,5332,DON-914,"-13,950",No,Yes,No,,Long John Add Fill,Donuts,7,,
,,,,,,,,,,,,,,,Chocolate With Glazed,,,,
,,,,,,,,,,,,,,,Chocolate Long John,,,,
CDYGVB7Q9CBJ9,Peanut Butter long john,7,,$0.00,Fixed,7,$0.00,7,DON-111,"-4,328",No,Yes,No,,Peanut Butter Long John,Donuts,7,,
,,,,,,,,,,,,,,,Long John Add Fill,,,,
6N449TBKDT29Y,Powder Long John,7,,$0.00,Fixed,7,$0.00,7,7,"-2,430",No,Yes,No,,Add White Cream,Donuts,7,,
,,,,,,,,,,,,,,,Powder Long John,,,,
3SRF5JGTMDMWY,Pine Cone,7,,$0.00,Fixed,7,$0.00,7,DON-153,"-3,941",No,Yes,No,,Pine Cone,Donuts,7,,
,,,,,,,,,,,,,,,Nuts Roll & Rossana,,,,
KCK8J9FQYGFND,Chocolate Roll,7,,$0.00,Fixed,7,$0.00,7,7,"-5,363",No,Yes,No,,Add White Cream,Donuts,7,,
,,,,,,,,,,,,,,,Chocolate Roll,,,,
77YJJTZLJ2QBE,Assorted Mix,7,,$0.00,Fixed,7,$0.00,7,DON-900,"-5,588",No,Yes,No,,Assorted Mix,Donuts,7,,
5N59U7S639ZDB,assorted Mix Roll,7,,$0.00,Fixed,7,$0.00,7,DON-172,"-3,431",No,Yes,No,,Assorted Mix Roll,Donuts,7,,
P2L4ZEN5TVBL3,Sausage Egg & Cheese Croissant,7,,$0.00,Fixed,7,$0.00,7,SAN-339,"-7,108",No,Yes,No,,Croissants,Sandwiches & Kolaches,7,,
JTMAERTHDEX84,Bacon Egg & Cheese Croissant,7,,$0.00,Fixed,7,$0.00,7,7,"-4,366",No,Yes,No,,Croissants,Sandwiches & Kolaches,7,,
3G3UGSKMXE3J7,Ham Egg & Cheese Croissant,7,,$0.00,Fixed,7,$0.00,7,SAN-377,"-2,566",No,Yes,No,,Croissants,Sandwiches & Kolaches,7,,
DK2KGNMY3YH8F,Sausage Egg & Cheese Biscuit,7,,$0.00,Fixed,7,$0.00,7,7,"-2,814",No,Yes,No,,Biscuits,Sandwiches & Kolaches,7,,
KFKC7VQ277WQK,Bacon Egg &Cheese Biscuit,7,,$0.00,Fixed,7,$0.00,7,SAN-779,"-2,272",No,Yes,No,,Biscuits,Sandwiches & Kolaches,7,,
D6YTP2HZKUKTB,Ham Egg &Cheese Biscuit,7,,$0.00,Fixed,7,$0.00,7,SAN-454,-617,No,Yes,No,,Biscuits,Sandwiches & Kolaches,7,,
5HXH4GSEN3C5Y,Cajun Pie,7,,$0.00,Fixed,7,$0.00,7,SAN-492,"-16,123",No,Yes,No,,Cajun Pie,Sandwiches & Kolaches,7,,
,,,,,,,,,,,,,,,Cajun Pie Jalapeno,,,,
7PTW36JVZUZYZ,Coffee,7,,$0.00,Fixed,7,$0.00,7,SKU-810,-13,No,Yes,No,,,,7,,
KLAHGCLD37H7Q,Cappuccino,7,,$0.00,Fixed,7,$0.00,9678,SKU-941,-2,No,Yes,No,,,,7,,
JC2YXZGT4296N,Strawberry Milk,7,,$2.29,Fixed,7,$0.83,072060000030,7,"-3,542",No,Yes,No,,,Drinks,7,,
VXTT2KRJ66HF5,Hiland Orange Juice,7,,$1.89,Fixed,7,$0.83,072060005820,DRK-699,"-2,411",No,Yes,No,,,Drinks,7,,
MCRJH6RX2RS54,Starbuck Frappuccino Vanilla,7,,$3.09,Fixed,7,$0.89,01241000,DRK-903,"-2,597",No,Yes,No,,,Drinks,7,,
GXQUCTLUHQUV6,Sprinkle & Blueberry Mix,7,,$0.00,Fixed,7,$0.00,7,7,-213,Yes,Yes,No,,Sprinkle & blueberry Mix,Donuts,7,,
SBZFE9HVSBQM3,Gift card,,,$6.49,Variable,7,$2.11,CLOVER_GIFT_CARD,,16,No,No,Yes,,,,,,
GYC9XPQD35AZQ,Heart Shape,7,,$0.00,Fixed,7,$0.00,5894,DON-693,-311,No,Yes,No,,Peanut Butter Long John,Donuts,7,,
,,,,,,,,,,,,,,,Long John Add Fill,,,,
XE8P5F62AJ7HH,Season/custom Donuts,7,,$0.00,Fixed,7,$0.00,7,7,-124,No,Yes,No,,Season/custom Donuts,Donuts,7,,
KXJTMDQYB83CL,Pepsi,7,,$0.00,Fixed,7,$0.00,3825,SKU-358,"-3,087",No,Yes,No,,Fountain,Fountain,7,,
U3XKD3YPGAQHZ,Pepsi Zero,7,,$0.00,Fixed,7,$0.00,7,7,-736,No,Yes,No,,Fountain,Fountain,7,,
S4KC3DS6XM58P,Mtn Dew,7,,$0.00,Fixed,7,$0.00,7691,7,-562,Yes,Yes,No,,Fountain,Fountain,7,,
7YJR7SG6NSEWB,Dr Pepper,7,,$0.00,Fixed,7,$0.00,7,7,"-3,771",No,Yes,No,,Fountain,Fountain,7,,
H3KPEPRKT44B5,Starry,7,,$0.00,Fixed,7,$0.00,7,SKU-442,-162,No,Yes,No,,Fountain,Fountain,7,,
XR5EGMPZFVMQW,Lemonde,7,,$0.00,Fixed,7,$0.00,7,SKU-546,-44,No,Yes,No,,Fountain,Fountain,7,,
R49CW8RHSUKX4,Cake Donuts Holes,7,,$2.59,Fixed,7,$1.22,7,DON-260,-236,No,Yes,No,,,Donuts,7,,
AEPWU96V6LEAC,Monster,7,,$3.09,Fixed,7,$1.14,7,DRK-457,"-3,030",No,Yes,No,,,Drinks,7,,
89A7LDDM5ZQCM,Java Monster,7,,$3.59,Fixed,7,$1.24,683559659589,DRK-275,-393,No,Yes,No,,,Drinks,7,,
BZTPDETJ9GQSV,Fuel,7,,$2.89,Fixed,7,$0.85,7,7,-59,No,Yes,No,,,Donuts,7,,
YGD9HXRFVM35N,Nesquik,7,,$1.49,Fixed,7,$0.51,9805,DRK-252,-615,No,Yes,No,,,Drinks,7,,
9RBSXWAGHS6SH,Football Donuts,7,,$0.00,Fixed,7,$0.00,7,DON-489,-9,No,Yes,No,,Peanut Butter Long John,Donuts,7,,
KEMPY5BQ68M3M,Starbucks Frap Mocha,7,,$2.79,Fixed,7,$0.95,1900,7,-286,No,Yes,No,,,Drinks,7,,
H65VRGAA9P7VB,Yoohoo,7,,$1.29,Fixed,7,$0.40,681017511335,7,-192,No,Yes,No,,,Drinks,7,,
N54NWQ7JRZKDG,Apple & Eve,7,7,$1.09,Fixed,7,$0.38,001214528397,DRK-647,-36,No,Yes,No,,,Drinks,7,,
EJYSYC9KQAW79,Welch,7,7,$1.29,Fixed,7,$0.56,690068749833,DRK-643,-38,No,Yes,No,,,Drinks,7,,
